Date_ID,Date_ID_Int,Date_Short,Fiscal_Year_SK,Fiscal_Year,Date_ID_LY,Date_ID_LLY,Fiscal_Half_SK,Fiscal_Half,Fiscal_Quarter_SK,Fiscal_Quarter,Fiscal_Month_SK,Fiscal_Month,Fiscal_Week_SK,Fiscal_Week_No,Fiscal_Week,Fiscal_Week_Year,Day_No_Of_Week,Day_Of_Week,Calendar_Year_SK,Calendar_Year,Calendar_Half_SK,Calendar_Half,Calendar_Quarter_SK,Calendar_Quarter,Calendar_Month_SK,Calendar_Month,Financial_Year_SK,Financial_Year,Financial_Quarter_SK,Financial_Quarter,Financial_Month_SK,Financial_Month,Fiscal_Month_No,Fiscal_Month_Name,Financial_Month_No,Financial_Month_Name,Fiscal_Week_End_Date_ID,Fiscal_Week_End_Date_Short,Yesterday__Week,Today__Week,Yesterday__Last_7_Days,Today__Last_7_Days,Yesterday__Next_7_Days,Today__Next_7_Days,Yesterday__Next_Week,Today__Next_Week,Last_Week__Last_8_Weeks,Last_Week__Last_13_Weeks,Last_Week__Last_26_Weeks,Last_Week__Last_52_Weeks,Last_Week__Last_104_Weeks,This_Week__Last_8_Weeks,This_Week__Last_13_Weeks,This_Week__Last_26_Weeks,This_Week__Last_52_Weeks,This_Week__Last_104_Weeks,This_Week__Last_Next_52_Weeks,This_Week__Next_104_Weeks,This_Week__Next_26_Weeks,This_Week__Next_52_Weeks,This_Week__Next_8_Weeks,This_Month__Last_Next_12_Months,This_Month__Last_Next_12_Calendar_Months,Last_Month__Last_12_Calendar_Months,This_Month__Last_12_Calendar_Months,Last_Month__Last_24_Calendar_Months,This_Month__Last_24_Calendar_Months,This_Month__Next_12_Calendar_Months,This_Month__Next_24_Calendar_Months,Last_Week__HTD,Last_Week__YTD,Last_Week__Full_Year,Last_Week__Last_Year,This_Week__Full_Year,This_Week__Last_Year,Last_Week__Full_Year_Last_Year,This_Week__Full_Year_Last_Year,Last_Month__Last_12_Months,This_Month__Last_12_Months,Last_Month__Last_24_Months,This_Month__Last_24_Months,This_Month__Next_12_Months,This_Month__Next_24_Months,Last_Month__Last_12_Financial_Months,This_Month__Last_12_Financial_Months,Last_Month__Last_24_Financial_Months,This_Month__Last_24_Financial_Months,Last_Month__Full_Financial_Year,This_Month__Full_Financial_Year,Fiscal_Year_SK_Filter,Fiscal_Year_Filter
20230306,20230306,3/6/2023,2023,2023,20220307,20210308,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,1,Monday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230307,20230307,3/7/2023,2023,2023,20220308,20210309,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230308,20230308,3/8/2023,2023,2023,20220309,20210310,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230309,20230309,3/9/2023,2023,2023,20220310,20210311,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,4,Thursday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230310,20230310,3/10/2023,2023,2023,20220311,20210312,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,5,Friday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230311,20230311,3/11/2023,2023,2023,20220312,20210313,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,6,Saturday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230312,20230312,3/12/2023,2023,2023,20220313,20210314,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202337,37,Week 37,Week 37 2023,7,Sunday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230312,3/12/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230313,20230313,3/13/2023,2023,2023,20220314,20210315,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,1,Monday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230314,20230314,3/14/2023,2023,2023,20220315,20210316,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230315,20230315,3/15/2023,2023,2023,20220316,20210317,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230316,20230316,3/16/2023,2023,2023,20220317,20210318,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,4,Thursday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230317,20230317,3/17/2023,2023,2023,20220318,20210319,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,5,Friday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230318,20230318,3/18/2023,2023,2023,20220319,20210320,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,6,Saturday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230319,20230319,3/19/2023,2023,2023,20220320,20210321,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202338,38,Week 38,Week 38 2023,7,Sunday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230319,3/19/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230320,20230320,3/20/2023,2023,2023,20220321,20210322,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,1,Monday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230321,20230321,3/21/2023,2023,2023,20220322,20210323,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230322,20230322,3/22/2023,2023,2023,20220323,20210324,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230323,20230323,3/23/2023,2023,2023,20220324,20210325,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,4,Thursday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230324,20230324,3/24/2023,2023,2023,20220325,20210326,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,5,Friday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230325,20230325,3/25/2023,2023,2023,20220326,20210327,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,6,Saturday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230326,20230326,3/26/2023,2023,2023,20220327,20210328,20232,Half 2 2023,20233,Qtr 3 2023,202309,Mar-23,202339,39,Week 39,Week 39 2023,7,Sunday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,9,March,9,March,20230326,3/26/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230327,20230327,3/27/2023,2023,2023,20220328,20210329,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,1,Monday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,10,April,9,March,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230328,20230328,3/28/2023,2023,2023,20220329,20210330,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,10,April,9,March,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230329,20230329,3/29/2023,2023,2023,20220330,20210331,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,10,April,9,March,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230330,20230330,3/30/2023,2023,2023,20220331,20210401,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,4,Thursday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,10,April,9,March,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230331,20230331,3/31/2023,2023,2023,20220401,20210402,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,5,Friday,2023,2023,20231,Half 1 2023,20231,Q1 2023,202303,Mar-23,2023,2023,20233,Qtr 3 2023,202309,Mar-23,10,April,9,March,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230401,20230401,4/1/2023,2023,2023,20220402,20210403,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,6,Saturday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230402,20230402,4/2/2023,2023,2023,20220403,20210404,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202340,40,Week 40,Week 40 2023,7,Sunday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230402,4/2/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230403,20230403,4/3/2023,2023,2023,20220404,20210405,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,1,Monday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230404,20230404,4/4/2023,2023,2023,20220405,20210406,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230405,20230405,4/5/2023,2023,2023,20220406,20210407,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230406,20230406,4/6/2023,2023,2023,20220407,20210408,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,4,Thursday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230407,20230407,4/7/2023,2023,2023,20220408,20210409,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,5,Friday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230408,20230408,4/8/2023,2023,2023,20220409,20210410,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,6,Saturday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230409,20230409,4/9/2023,2023,2023,20220410,20210411,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202341,41,Week 41,Week 41 2023,7,Sunday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230409,4/9/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230410,20230410,4/10/2023,2023,2023,20220411,20210412,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,1,Monday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230411,20230411,4/11/2023,2023,2023,20220412,20210413,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,2,Tuesday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230412,20230412,4/12/2023,2023,2023,20220413,20210414,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,3,Wednesday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230413,20230413,4/13/2023,2023,2023,20220414,20210415,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,4,Thursday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230414,20230414,4/14/2023,2023,2023,20220415,20210416,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,5,Friday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230415,20230415,4/15/2023,2023,2023,20220416,20210417,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,6,Saturday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
20230416,20230416,4/16/2023,2023,2023,20220417,20210418,20232,Half 2 2023,20234,Qtr 4 2023,202310,Apr-23,202342,42,Week 42,Week 42 2023,7,Sunday,2023,2023,20231,Half 1 2023,20232,Q2 2023,202304,Apr-23,2023,2023,20234,Qtr 4 2023,202310,Apr-23,10,April,10,April,20230416,4/16/2023,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,2023,2023
